Order_ID,Customer_ID,Customer_Age,Customer_Type,Restaurant_Name,Restaurant_Rating,Cuisine,Order_Value,Discount_Applied,Payment_Method,Distance,Traffic_Level,Weather,Delivery_Time,Late_Delivery,Partner_Experience_Years,Vehicle_Type,Order_Time,Day_of_Week,Is_Weekend,Festival_Season,Delivery_Status
1418,1279,31,New,Food Palace,3.9,Fast Food,441.72,34.8,Card,9.47,Medium,Rainy,65.49,1,3.3,Scooter,2025-01-17 17:29:00,Friday,0,0,Late
1419,4172,47,Regular,Food Palace,3.9,Italian,1199.48,33.41,UPI,13.51,Medium,Rainy,73.71,1,4.2,Scooter,2025-03-11 11:55:00,Tuesday,0,0,Late
1420,4167,39,Regular,Urban Kitchen,3.0,Italian,468.69,4.34,Card,7.62,Medium,Rainy,65.2,1,3.5,Bike,2025-02-21 04:01:00,Friday,0,0,Late
1421,4379,39,Premium,Food Palace,4.9,Fast Food,206.59,0.49,Card,10.26,Low,Stormy,64.23,1,1.8,Scooter,2025-03-04 23:10:00,Tuesday,0,0,Late
1422,1465,19,New,Urban Kitchen,3.5,Fast Food,687.01,17.61,Card,8.17,High,Clear,52.51,1,3.5,Bike,2025-01-24 23:18:00,Friday,0,0,Late
1423,1988,18,Regular,Food Palace,3.3,Chinese,516.95,29.67,UPI,11.59,Medium,Stormy,100.55,1,3.5,Scooter,2025-03-08 01:16:00,Saturday,1,0,Late
1424,4563,38,New,Urban Kitchen,4.1,Fast Food,658.48,22.0,UPI,7.89,Low,Rainy,51.0,1,3.0,Scooter,2025-03-31 20:45:00,Monday,0,0,Late
1425,4943,28,Regular,Food Palace,4.5,Chinese,292.68,2.67,Cash,14.67,High,Clear,75.89,1,4.8,Scooter,2025-01-15 00:16:00,Wednesday,0,0,Late
1426,4438,41,New,Food Palace,3.4,Desserts,659.61,33.21,UPI,14.31,Medium,Rainy,90.79,1,3.4,Scooter,2025-01-15 14:31:00,Wednesday,0,0,Late
1427,2725,37,Regular,Food Palace,3.6,Indian,1105.31,34.82,Cash,8.82,Low,Clear,43.13,0,2.0,Scooter,2025-03-09 07:52:00,Sunday,1,0,Cancelled
1428,1505,55,Premium,Spicy Hub,4.6,Fast Food,622.9,13.01,Cash,7.6,Low,Clear,33.98,0,4.2,Cycle,2025-02-27 07:12:00,Thursday,0,0,Cancelled
1429,1013,33,Regular,Urban Kitchen,4.8,Indian,1144.04,15.9,Card,4.04,High,Rainy,34.76,0,2.2,Bike,2025-02-26 11:49:00,Wednesday,0,0,On-Time
1430,2597,46,Regular,Urban Kitchen,4.2,Desserts,650.46,34.63,UPI,1.45,Medium,Clear,16.67,0,3.4,Cycle,2025-02-21 15:51:00,Friday,0,0,On-Time
1431,1853,59,Premium,Food Palace,4.8,Chinese,915.49,37.11,Cash,5.66,Low,Clear,22.17,0,2.8,Bike,2025-01-24 13:11:00,Friday,0,0,Cancelled
1432,2023,50,New,Food Palace,3.5,Indian,255.85,10.41,Cash,3.48,Low,Rainy,26.84,0,0.6,Cycle,2025-01-15 08:10:00,Wednesday,0,0,On-Time
1433,3002,35,New,Spicy Hub,4.5,Chinese,309.76,36.49,Card,13.5,Low,Stormy,98.87,1,3.4,Bike,2025-02-27 13:32:00,Thursday,0,0,Late
1434,1380,53,New,Spicy Hub,5.0,Chinese,1071.72,35.8,Card,10.23,Low,Clear,75.02,1,2.1,Bike,2025-03-13 23:56:00,Thursday,0,1,Late
1435,4008,48,New,Food Palace,4.1,Fast Food,254.72,36.88,Cash,2.97,High,Rainy,37.43,0,1.5,Scooter,2025-02-23 04:37:00,Sunday,1,0,On-Time
1436,2809,45,Regular,Urban Kitchen,4.2,Indian,393.74,0.04,Card,11.6,Medium,Clear,71.61,1,4.9,Scooter,2025-02-25 06:32:00,Tuesday,0,0,Late
1437,1647,44,Regular,Food Palace,4.8,Italian,580.34,21.0,UPI,7.68,Medium,Clear,57.96,1,2.5,Cycle,2025-03-23 21:39:00,Sunday,1,0,Late
1438,4996,33,Regular,Food Palace,3.6,Desserts,421.07,1.51,Cash,9.16,Low,Clear,38.46,0,1.5,Bike,2025-02-14 03:01:00,Friday,0,0,On-Time
1439,4529,44,Premium,Urban Kitchen,4.4,Fast Food,939.76,20.14,Card,13.52,Medium,Stormy,209.43,1,4.7,Cycle,2025-01-18 15:41:00,Saturday,1,1,Late
1440,2854,26,New,Spicy Hub,3.6,Italian,1182.09,10.97,UPI,3.84,High,Clear,31.41,0,2.5,Scooter,2025-01-18 06:31:00,Saturday,1,0,On-Time
1441,3290,57,Premium,Urban Kitchen,4.2,Chinese,734.8,26.23,Card,7.96,Low,Stormy,62.39,1,0.6,Bike,2025-03-13 10:39:00,Thursday,0,0,Cancelled
1442,4339,60,New,Spicy Hub,3.8,Desserts,945.16,9.08,Cash,4.1,Low,Clear,24.59,0,1.2,Scooter,2025-01-01 06:20:00,Wednesday,0,0,On-Time
1443,2573,47,Regular,Urban Kitchen,4.7,Desserts,551.97,23.56,Card,11.09,Medium,Clear,63.14,1,1.6,Scooter,2025-02-16 20:11:00,Sunday,1,0,Late
1444,3958,31,Premium,Spicy Hub,4.2,Chinese,1180.49,13.51,Card,10.84,Low,Clear,45.74,1,1.5,Scooter,2025-01-30 15:21:00,Thursday,0,0,Late
1445,3580,37,Premium,Urban Kitchen,3.6,Italian,326.0,10.52,UPI,1.5,Low,Stormy,15.03,0,3.7,Cycle,2025-03-26 22:47:00,Wednesday,0,0,On-Time
1446,2811,38,Regular,Urban Kitchen,3.3,Fast Food,257.66,24.5,Cash,2.32,Medium,Rainy,19.45,0,3.9,Bike,2025-03-29 00:55:00,Saturday,1,0,On-Time
1447,4048,41,Premium,Urban Kitchen,4.8,Italian,904.46,2.92,Card,12.5,Low,Clear,66.67,1,2.7,Bike,2025-02-03 23:28:00,Monday,0,0,Late
1448,1130,52,Regular,Food Palace,4.4,Fast Food,1193.18,9.29,UPI,9.74,Low,Rainy,51.85,1,2.6,Bike,2025-03-23 16:30:00,Sunday,1,0,Late
1449,1373,45,Regular,Food Palace,3.2,Indian,831.55,22.69,Cash,8.75,Low,Stormy,64.76,1,0.6,Cycle,2025-02-17 08:50:00,Monday,0,0,Late
1450,3188,45,New,Urban Kitchen,3.8,Italian,806.17,31.19,UPI,11.97,Low,Rainy,80.34,1,2.8,Scooter,2025-01-13 05:20:00,Monday,0,0,Late
1451,1082,58,New,Food Palace,4.8,Indian,402.24,11.21,Card,1.74,Low,Clear,14.15,0,4.1,Cycle,2025-03-22 17:30:00,Saturday,1,0,On-Time
1452,3090,18,New,Spicy Hub,3.5,Indian,1096.47,33.36,Cash,8.75,Medium,Clear,48.42,1,3.3,Bike,2025-03-26 04:35:00,Wednesday,0,0,Cancelled
1453,3607,53,New,Spicy Hub,4.8,Desserts,281.89,16.74,Cash,5.82,Low,Rainy,37.22,0,2.7,Scooter,2025-01-24 03:10:00,Friday,0,0,On-Time
1454,2295,42,Premium,Food Palace,3.3,Fast Food,688.8,9.7,Card,3.58,Low,Stormy,50.68,1,0.8,Scooter,2025-03-16 01:44:00,Sunday,1,1,Late
1455,3994,20,Premium,Spicy Hub,4.3,Desserts,913.97,27.17,Cash,7.59,Low,Stormy,84.75,1,2.2,Cycle,2025-01-11 06:49:00,Saturday,1,1,Late
1456,1810,18,Premium,Urban Kitchen,4.0,Indian,1041.59,34.99,Cash,3.39,Medium,Clear,30.77,0,1.1,Scooter,2025-02-18 08:01:00,Tuesday,0,1,On-Time
1457,1754,49,Regular,Spicy Hub,3.0,Desserts,1083.07,9.08,Card,14.01,Low,Stormy,107.45,1,3.7,Bike,2025-01-16 13:37:00,Thursday,0,0,Late
1458,4699,21,New,Spicy Hub,3.5,Desserts,697.33,6.88,Cash,5.28,High,Stormy,56.5,1,1.9,Cycle,2025-03-15 23:58:00,Saturday,1,0,Late
1459,3779,23,Premium,Food Palace,4.6,Desserts,325.56,1.14,UPI,9.81,Medium,Stormy,74.58,1,4.9,Cycle,2025-01-20 06:27:00,Monday,0,0,Late
1460,2488,35,Premium,Spicy Hub,4.1,Italian,1101.67,31.36,UPI,9.72,Low,Stormy,68.97,1,1.9,Cycle,2025-01-23 20:18:00,Thursday,0,0,Late
1461,4997,30,New,Urban Kitchen,4.4,Chinese,911.35,38.6,UPI,4.65,Medium,Rainy,50.08,1,0.6,Bike,2025-02-20 16:13:00,Thursday,0,1,Late
1462,3662,52,New,Urban Kitchen,4.6,Indian,353.43,10.47,UPI,8.18,High,Stormy,100.05,1,2.0,Bike,2025-02-26 06:28:00,Wednesday,0,0,Late
1463,2075,51,Premium,Spicy Hub,4.6,Indian,759.65,30.92,Card,5.66,Medium,Clear,41.48,0,4.2,Scooter,2025-02-28 03:26:00,Friday,0,1,Cancelled
1464,2594,18,Regular,Urban Kitchen,3.4,Desserts,649.3,12.73,UPI,4.73,Low,Stormy,34.06,0,4.9,Bike,2025-03-11 09:23:00,Tuesday,0,0,On-Time
1465,4087,53,New,Urban Kitchen,5.0,Desserts,170.9,27.96,Card,4.54,Low,Rainy,36.63,0,0.7,Bike,2025-01-18 22:19:00,Saturday,1,0,On-Time
1466,3898,47,Premium,Spicy Hub,3.0,Desserts,767.28,20.06,Card,13.23,High,Rainy,165.98,1,0.9,Cycle,2025-02-05 07:41:00,Wednesday,0,1,Late
1467,2454,18,Regular,Food Palace,4.3,Italian,1139.45,32.92,UPI,1.59,High,Rainy,20.67,0,2.6,Bike,2025-01-18 23:12:00,Saturday,1,0,On-Time
1468,2710,38,Regular,Urban Kitchen,3.9,Chinese,553.4,17.29,Cash,14.71,High,Clear,114.29,1,0.9,Bike,2025-01-29 00:52:00,Wednesday,0,0,Late
1469,1055,37,Regular,Food Palace,4.2,Italian,1021.69,14.42,Card,7.03,Medium,Clear,41.26,0,2.3,Bike,2025-01-07 22:11:00,Tuesday,0,0,On-Time
1470,3986,34,Regular,Spicy Hub,4.7,Italian,264.45,4.32,Cash,6.99,High,Clear,50.16,1,0.9,Scooter,2025-02-04 12:37:00,Tuesday,0,0,Late
1471,3449,56,Regular,Food Palace,4.0,Desserts,157.58,12.66,Cash,10.48,Low,Stormy,92.48,1,2.7,Bike,2025-01-28 19:10:00,Tuesday,0,0,Late
1472,1572,26,Regular,Urban Kitchen,3.7,Indian,197.76,33.83,Cash,13.76,High,Stormy,139.02,1,4.2,Bike,2025-03-02 20:55:00,Sunday,1,0,Late
1473,1235,21,New,Food Palace,3.5,Desserts,910.42,36.32,Cash,4.3,Medium,Rainy,39.01,0,4.6,Bike,2025-01-25 07:13:00,Saturday,1,0,On-Time
1474,3159,41,Regular,Urban Kitchen,3.6,Indian,1151.11,2.14,Card,10.93,Low,Stormy,75.3,1,2.9,Cycle,2025-01-16 18:58:00,Thursday,0,0,Late
1475,2045,57,Regular,Spicy Hub,4.4,Indian,350.35,22.11,Cash,4.55,Low,Stormy,28.26,0,4.8,Bike,2025-02-12 13:25:00,Wednesday,0,0,On-Time
1476,3819,19,New,Spicy Hub,3.5,Fast Food,584.77,9.31,Card,7.88,Low,Clear,49.73,1,4.4,Cycle,2025-03-30 22:05:00,Sunday,1,0,Late
1477,2508,48,Premium,Spicy Hub,3.2,Italian,878.69,6.66,Card,12.01,Medium,Stormy,112.85,1,1.6,Cycle,2025-01-04 15:57:00,Saturday,1,0,Late
1478,1537,19,New,Spicy Hub,4.7,Fast Food,282.87,22.63,Cash,2.99,Low,Clear,21.56,0,3.7,Cycle,2025-02-26 21:51:00,Wednesday,0,0,On-Time
1479,1083,34,New,Spicy Hub,4.0,Desserts,1123.79,20.84,Cash,7.83,Low,Rainy,50.1,1,3.1,Scooter,2025-02-21 08:25:00,Friday,0,0,Late
1480,2586,48,Regular,Spicy Hub,4.6,Fast Food,607.28,2.89,Cash,12.01,High,Stormy,100.43,1,2.2,Bike,2025-01-23 09:49:00,Thursday,0,0,Late
1481,4669,38,Regular,Spicy Hub,4.8,Fast Food,1082.14,38.31,Card,13.15,High,Clear,98.1,1,0.5,Cycle,2025-03-02 09:32:00,Sunday,1,0,Late
1482,2893,54,Premium,Spicy Hub,3.7,Italian,781.63,24.25,Card,6.11,Low,Rainy,39.15,0,4.6,Bike,2025-02-13 18:42:00,Thursday,0,0,On-Time
1483,3181,41,Regular,Urban Kitchen,5.0,Italian,668.18,7.14,Card,8.18,Medium,Rainy,67.05,1,4.2,Cycle,2025-01-09 21:13:00,Thursday,0,0,Late
1484,3263,60,New,Urban Kitchen,4.4,Desserts,416.93,34.48,Card,13.51,Low,Clear,53.93,1,1.4,Bike,2025-01-21 18:06:00,Tuesday,0,0,Late
1485,3731,26,Premium,Spicy Hub,4.7,Fast Food,1087.9,35.46,Cash,8.58,Low,Rainy,50.88,1,3.4,Scooter,2025-01-29 12:33:00,Wednesday,0,0,Late
1486,2782,39,New,Food Palace,4.5,Indian,680.6,25.91,Card,8.04,Low,Rainy,41.34,0,2.7,Cycle,2025-03-19 06:46:00,Wednesday,0,0,On-Time
1487,1520,27,Regular,Food Palace,3.3,Fast Food,355.45,38.92,Card,3.14,Low,Clear,23.81,0,1.7,Bike,2025-01-05 00:18:00,Sunday,1,0,On-Time
1488,1504,43,Premium,Food Palace,3.3,Chinese,983.4,31.41,Card,4.32,High,Clear,40.72,0,1.8,Bike,2025-01-08 23:15:00,Wednesday,0,0,On-Time
1489,1793,55,Regular,Spicy Hub,4.4,Italian,236.34,16.73,Cash,8.83,Medium,Clear,49.29,1,1.3,Cycle,2025-01-10 21:48:00,Friday,0,0,Late
1490,1689,48,Premium,Food Palace,3.7,Chinese,969.99,33.62,Card,5.53,Medium,Rainy,36.86,0,4.3,Cycle,2025-03-26 23:49:00,Wednesday,0,0,On-Time
1491,4741,55,New,Urban Kitchen,3.3,Fast Food,237.07,25.67,Cash,7.61,Low,Stormy,51.81,1,4.6,Bike,2025-01-13 05:27:00,Monday,0,0,Late
1492,1590,34,New,Urban Kitchen,4.0,Chinese,628.74,13.78,UPI,10.71,Low,Stormy,90.51,1,3.9,Cycle,2025-02-07 12:38:00,Friday,0,0,Late
1493,2364,42,Regular,Spicy Hub,3.5,Fast Food,901.9,15.77,Cash,10.48,High,Clear,87.05,1,2.6,Bike,2025-01-24 01:42:00,Friday,0,0,Late
1494,4089,28,New,Spicy Hub,4.9,Fast Food,1026.72,36.12,Card,12.4,High,Stormy,111.12,1,2.6,Bike,2025-02-17 02:23:00,Monday,0,0,Late
1495,3952,39,New,Spicy Hub,3.0,Desserts,700.19,20.2,Card,8.35,Medium,Clear,54.13,1,4.9,Bike,2025-03-03 08:27:00,Monday,0,0,Late
1496,4869,18,New,Food Palace,3.7,Fast Food,595.15,14.42,Card,12.18,Low,Rainy,88.01,1,2.9,Cycle,2025-03-08 12:32:00,Saturday,1,0,Late
1497,4203,60,Premium,Spicy Hub,4.6,Chinese,288.82,28.56,Cash,7.1,High,Clear,47.05,1,1.8,Bike,2025-02-08 06:21:00,Saturday,1,0,Late
1498,2677,20,Regular,Food Palace,3.7,Fast Food,414.09,27.79,UPI,11.77,Medium,Stormy,93.28,1,1.6,Bike,2025-03-16 15:51:00,Sunday,1,0,Late
1499,4041,32,Regular,Spicy Hub,3.0,Indian,1133.97,25.1,Cash,5.51,Low,Rainy,27.8,0,1.6,Bike,2025-03-04 15:32:00,Tuesday,0,0,On-Time
1500,2867,31,New,Spicy Hub,3.3,Italian,792.77,6.66,UPI,8.4,Low,Clear,41.42,0,3.2,Bike,2025-02-02 01:30:00,Sunday,1,0,On-Time
1501,3113,41,New,Food Palace,3.1,Fast Food,177.66,29.56,Card,5.45,Medium,Stormy,55.78,1,4.1,Cycle,2025-01-19 15:13:00,Sunday,1,0,Late
1502,1621,60,Regular,Spicy Hub,4.0,Desserts,898.68,10.94,Card,2.7,Low,Rainy,20.04,0,3.0,Cycle,2025-01-02 13:19:00,Thursday,0,0,On-Time
1503,4405,20,Regular,Spicy Hub,4.3,Fast Food,668.83,24.81,Cash,8.62,High,Rainy,81.83,1,3.8,Bike,2025-02-20 22:05:00,Thursday,0,0,Late
1504,1687,52,Regular,Spicy Hub,4.4,Fast Food,1067.24,17.29,Card,6.78,Low,Rainy,42.07,0,3.9,Cycle,2025-02-20 06:53:00,Thursday,0,0,On-Time
1505,4751,38,Premium,Spicy Hub,4.8,Chinese,182.32,29.94,UPI,11.62,High,Rainy,92.5,1,4.8,Bike,2025-03-02 06:42:00,Sunday,1,0,Late
1506,4004,58,New,Spicy Hub,3.9,Indian,497.16,3.61,UPI,8.88,High,Clear,50.81,1,2.7,Cycle,2025-01-31 19:57:00,Friday,0,0,Late
1507,1340,27,Regular,Food Palace,4.5,Desserts,955.64,36.21,UPI,6.73,High,Rainy,68.57,1,4.8,Cycle,2025-03-07 19:48:00,Friday,0,0,Late
1508,4087,47,Regular,Urban Kitchen,3.3,Indian,607.16,16.08,Card,9.06,Low,Stormy,85.83,1,3.1,Scooter,2025-03-08 17:32:00,Saturday,1,0,Late
1509,2857,22,Regular,Food Palace,3.2,Chinese,1051.21,12.39,Cash,14.6,High,Rainy,145.43,1,1.0,Scooter,2025-02-24 05:31:00,Monday,0,0,Cancelled
1510,4198,57,Premium,Food Palace,3.5,Fast Food,198.91,28.2,Card,12.9,High,Rainy,130.13,1,2.5,Cycle,2025-03-04 09:28:00,Tuesday,0,0,Late
1511,4548,38,New,Spicy Hub,4.3,Indian,1037.69,11.87,UPI,5.96,Low,Clear,44.23,0,4.6,Cycle,2025-01-05 18:07:00,Sunday,1,0,On-Time
1512,3416,32,Premium,Spicy Hub,4.8,Fast Food,283.74,32.95,Cash,6.74,Low,Clear,34.36,0,5.0,Cycle,2025-02-04 13:53:00,Tuesday,0,0,On-Time
1513,4305,47,Premium,Spicy Hub,4.1,Chinese,487.82,3.0,Cash,13.54,High,Clear,75.48,1,4.1,Cycle,2025-02-07 16:34:00,Friday,0,0,Late
1514,1791,58,New,Spicy Hub,4.3,Chinese,579.6,10.16,Card,13.04,Low,Clear,72.13,1,3.7,Bike,2025-03-02 22:13:00,Sunday,1,0,Late
1515,3318,28,New,Spicy Hub,3.2,Desserts,647.62,7.75,Card,3.92,Low,Clear,29.7,0,3.5,Cycle,2025-03-09 13:43:00,Sunday,1,0,On-Time
1516,4715,23,Regular,Spicy Hub,3.4,Desserts,831.18,34.85,Cash,11.48,High,Rainy,99.94,1,4.4,Scooter,2025-01-13 06:45:00,Monday,0,0,Late
1517,2975,26,New,Spicy Hub,3.3,Indian,515.69,15.58,Card,8.16,Low,Clear,52.17,1,4.7,Bike,2025-03-15 22:45:00,Saturday,1,0,Late
1518,4599,52,Regular,Urban Kitchen,3.3,Desserts,525.52,11.63,UPI,9.61,High,Clear,93.45,1,4.6,Scooter,2025-03-02 11:26:00,Sunday,1,0,Late
1519,4470,30,Regular,Food Palace,4.7,Chinese,701.46,8.33,UPI,8.35,High,Rainy,79.13,1,3.0,Cycle,2025-02-05 17:33:00,Wednesday,0,0,Late
1520,4156,33,Premium,Food Palace,3.7,Desserts,532.23,38.38,UPI,7.22,High,Clear,64.83,1,3.9,Scooter,2025-01-05 15:18:00,Sunday,1,0,Late
1521,2173,33,Regular,Urban Kitchen,4.1,Chinese,1089.02,19.01,Cash,14.23,High,Stormy,116.98,1,1.5,Scooter,2025-03-06 22:27:00,Thursday,0,0,Late
1522,4244,18,Premium,Food Palace,4.7,Chinese,1192.22,27.18,Cash,14.11,High,Clear,107.09,1,4.2,Bike,2025-02-10 14:25:00,Monday,0,0,Late
1523,4308,44,New,Urban Kitchen,3.8,Italian,1131.29,17.28,Cash,8.54,Medium,Rainy,62.37,1,2.5,Scooter,2025-01-30 09:41:00,Thursday,0,0,Late
1524,2563,45,Regular,Urban Kitchen,3.1,Fast Food,1076.15,17.78,Card,9.25,Medium,Rainy,79.12,1,1.1,Scooter,2025-03-16 22:26:00,Sunday,1,1,Late
1525,4366,38,Premium,Urban Kitchen,4.4,Chinese,254.15,36.36,Card,4.01,Low,Stormy,26.65,0,1.4,Cycle,2025-02-06 03:15:00,Thursday,0,0,On-Time
1526,4656,43,Regular,Spicy Hub,4.5,Desserts,1068.79,24.57,UPI,3.63,High,Rainy,37.74,0,1.8,Bike,2025-02-18 22:59:00,Tuesday,0,0,On-Time
1527,3847,49,Regular,Food Palace,3.5,Indian,918.23,17.58,Cash,5.17,Low,Rainy,30.11,0,2.6,Bike,2025-03-17 23:13:00,Monday,0,0,On-Time
1528,3095,20,Premium,Food Palace,3.5,Chinese,911.68,2.73,Card,14.37,Medium,Rainy,115.88,1,1.4,Scooter,2025-02-12 17:01:00,Wednesday,0,0,Late
1529,3114,33,New,Urban Kitchen,4.9,Italian,651.79,29.1,Card,6.19,High,Stormy,63.56,1,1.3,Scooter,2025-02-26 00:51:00,Wednesday,0,0,Late
1530,3121,43,New,Spicy Hub,5.0,Italian,251.06,23.57,Card,9.77,High,Clear,94.3,1,2.9,Bike,2025-02-18 21:13:00,Tuesday,0,1,Late
1531,4782,39,New,Food Palace,4.1,Indian,451.57,37.61,Cash,11.67,Medium,Rainy,62.41,1,4.9,Bike,2025-02-10 20:37:00,Monday,0,0,Late
1532,1588,58,Premium,Spicy Hub,3.4,Desserts,161.71,9.69,UPI,10.5,High,Clear,72.72,1,1.5,Bike,2025-03-24 06:23:00,Monday,0,0,Late
1533,3323,43,Regular,Food Palace,4.4,Fast Food,564.36,14.9,UPI,7.38,Low,Clear,38.32,0,1.3,Scooter,2025-01-23 16:06:00,Thursday,0,0,On-Time
1534,3457,52,Regular,Urban Kitchen,4.7,Desserts,944.38,24.42,Card,6.1,Medium,Rainy,50.75,1,1.4,Cycle,2025-01-08 23:31:00,Wednesday,0,0,Late
1535,2856,20,New,Food Palace,3.4,Indian,354.93,6.62,Card,11.88,Medium,Stormy,118.2,1,1.5,Bike,2025-03-09 03:58:00,Sunday,1,0,Late
1536,3698,42,Regular,Spicy Hub,4.2,Chinese,1071.01,34.71,Cash,7.32,Low,Stormy,53.16,1,0.6,Bike,2025-01-21 00:49:00,Tuesday,0,0,Late
1537,4702,56,Regular,Food Palace,4.1,Chinese,833.9,6.16,UPI,10.05,Medium,Clear,60.98,1,1.3,Cycle,2025-01-27 08:03:00,Monday,0,0,Late
1538,3713,18,New,Urban Kitchen,4.4,Chinese,200.26,16.31,Cash,10.87,High,Stormy,151.86,1,1.5,Cycle,2025-01-19 16:16:00,Sunday,1,0,Late
1539,2293,29,Premium,Urban Kitchen,4.2,Fast Food,521.23,19.3,Card,9.36,High,Rainy,87.42,1,2.6,Cycle,2025-01-20 06:31:00,Monday,0,0,Late
1540,1025,41,New,Urban Kitchen,3.4,Italian,374.63,0.23,UPI,5.21,Medium,Stormy,51.91,1,3.9,Bike,2025-03-14 04:06:00,Friday,0,0,Late
1541,3818,18,Regular,Urban Kitchen,4.9,Italian,677.52,36.68,Cash,10.89,High,Rainy,100.35,1,3.8,Cycle,2025-03-20 21:56:00,Thursday,0,1,Late
1542,4944,21,Regular,Spicy Hub,3.0,Indian,901.93,13.78,Cash,12.01,Medium,Stormy,134.01,1,2.0,Cycle,2025-03-09 02:51:00,Sunday,1,0,Late
1543,1588,39,Premium,Food Palace,3.3,Fast Food,507.92,16.34,Cash,5.88,High,Clear,40.56,0,3.9,Scooter,2025-02-02 07:16:00,Sunday,1,0,On-Time
1544,1638,49,New,Spicy Hub,4.7,Italian,220.14,37.69,Cash,14.81,Medium,Rainy,106.19,1,0.9,Cycle,2025-02-01 09:58:00,Saturday,1,0,Late
1545,3130,28,Regular,Urban Kitchen,4.6,Desserts,775.72,25.77,UPI,11.61,Medium,Rainy,93.04,1,1.0,Scooter,2025-03-31 01:46:00,Monday,0,0,Late
1546,1500,22,Premium,Spicy Hub,4.2,Indian,1084.22,28.01,Cash,3.82,Low,Rainy,25.08,0,2.4,Bike,2025-02-27 22:41:00,Thursday,0,0,On-Time
1547,1189,56,Regular,Urban Kitchen,4.9,Desserts,285.01,27.9,Cash,8.09,Medium,Rainy,82.7,1,0.6,Bike,2025-03-29 02:53:00,Saturday,1,0,Late
1548,3720,24,Regular,Spicy Hub,4.0,Italian,390.39,4.86,Card,6.09,Low,Stormy,56.76,1,1.6,Bike,2025-03-23 09:29:00,Sunday,1,0,Cancelled
1549,2743,30,Premium,Spicy Hub,4.1,Fast Food,1084.43,26.04,UPI,7.65,Low,Stormy,67.25,1,4.3,Scooter,2025-01-04 16:18:00,Saturday,1,0,Late
1550,1971,42,New,Food Palace,3.6,Italian,285.25,34.21,Card,9.22,Medium,Stormy,91.58,1,4.5,Bike,2025-01-30 21:48:00,Thursday,0,0,Late
1551,2999,56,Regular,Spicy Hub,4.0,Indian,543.71,25.03,UPI,12.11,Medium,Clear,68.32,1,1.8,Cycle,2025-02-12 04:35:00,Wednesday,0,0,Late
1552,3756,40,Premium,Urban Kitchen,3.3,Italian,1004.77,24.24,UPI,14.29,Low,Rainy,67.28,1,2.0,Bike,2025-01-17 11:25:00,Friday,0,0,Late
1553,3211,41,Regular,Urban Kitchen,3.2,Chinese,1168.0,1.55,Cash,11.55,High,Clear,95.98,1,2.9,Cycle,2025-01-08 08:27:00,Wednesday,0,1,Late
1554,2367,24,New,Food Palace,4.2,Indian,764.48,11.24,UPI,13.74,Medium,Rainy,91.3,1,1.9,Bike,2025-01-29 05:04:00,Wednesday,0,0,Late
1555,1281,50,Regular,Food Palace,3.2,Desserts,1128.77,14.98,UPI,2.13,Low,Stormy,21.88,0,2.2,Scooter,2025-02-27 14:13:00,Thursday,0,0,On-Time
1556,2252,30,Premium,Food Palace,4.4,Fast Food,208.26,11.38,Cash,12.47,Low,Stormy,118.25,1,0.9,Scooter,2025-01-19 13:18:00,Sunday,1,0,Late
1557,3079,51,Premium,Food Palace,4.7,Italian,528.83,24.49,UPI,3.14,High,Rainy,26.65,0,0.8,Scooter,2025-01-21 06:50:00,Tuesday,0,0,On-Time
1558,4435,42,New,Food Palace,3.6,Italian,690.1,23.55,Cash,12.06,Medium,Rainy,86.41,1,3.5,Cycle,2025-01-06 02:53:00,Monday,0,0,Late
1559,3425,26,Regular,Spicy Hub,3.9,Fast Food,585.25,33.69,Card,4.22,Medium,Rainy,40.0,0,0.5,Scooter,2025-02-09 15:45:00,Sunday,1,0,On-Time
1560,3010,58,New,Spicy Hub,4.8,Italian,1052.0,3.07,Cash,2.49,High,Stormy,31.58,0,2.7,Cycle,2025-03-28 14:05:00,Friday,0,0,On-Time
1561,1011,22,New,Urban Kitchen,4.4,Desserts,774.66,12.99,UPI,1.36,Low,Stormy,18.13,0,3.9,Bike,2025-01-25 05:25:00,Saturday,1,0,On-Time
1562,2232,57,New,Spicy Hub,3.8,Italian,755.93,34.92,Cash,13.09,Low,Rainy,78.67,1,2.2,Cycle,2025-02-22 17:23:00,Saturday,1,0,Late
1563,1556,26,Regular,Food Palace,3.9,Fast Food,351.64,36.18,UPI,3.77,Low,Stormy,26.45,0,0.6,Cycle,2025-02-19 19:48:00,Wednesday,0,0,On-Time
1564,2553,22,New,Urban Kitchen,4.3,Indian,476.59,12.8,Card,5.75,Low,Stormy,38.32,0,3.6,Scooter,2025-03-17 23:42:00,Monday,0,0,On-Time
1565,3163,59,Regular,Food Palace,3.4,Indian,1199.66,6.86,UPI,11.8,High,Clear,76.53,1,1.5,Scooter,2025-01-25 16:30:00,Saturday,1,0,Late
1566,3634,39,Premium,Urban Kitchen,4.7,Italian,573.75,28.1,Cash,8.8,Low,Rainy,65.76,1,4.3,Cycle,2025-02-11 11:27:00,Tuesday,0,1,Late
1567,4632,31,New,Urban Kitchen,4.0,Chinese,521.6,35.66,Card,3.32,High,Rainy,35.18,0,1.2,Scooter,2025-03-13 06:54:00,Thursday,0,0,On-Time
